2828	-13.375
26324	-39.0
26863	-52.44444444444444
28995	-48.86666666666667
8989	-35.666666666666664
20554	-59.4
17422	-47.44444444444444
7545	-54.72727272727273
14617	-60.0
9868	-59.666666666666664
10538	-58.4
627	-7.570247933884296
24979	-67.18181818181819
25128	-45.888888888888886
11323	-44.666666666666664
6611	-61.111111111111114
21314	-46.142857142857146
10117	-74.4
26070	-59.18181818181818
22620	-47.125
23917	-53.77777777777778
2658	6.021645021645021
8049	-56.25
23136	-49.357142857142854
23450	-64.2
5177	-6.0775510204081655
22003	-50.45454545454545
26601	-44.0
17789	-42.25
27639	-59.0
1655	10.4375
17040	-53.833333333333336
8593	-70.0
4538	-6.288123167155426
23518	-60.9375
9311	-55.875
2558	10.512287334593573
28357	-64.5
7559	-47.54545454545455
20290	-48.9
4860	-47.42857142857143
17504	-60.26315789473684
25573	-53.77777777777778
9608	-68.5
6831	-44.72727272727273
14231	-64.46666666666667
178	-14.089285714285715
749	-4.5333333333333385
1472	3.6911045943303975
14486	-68.0
24951	-54.5
22207	-66.0
17298	-62.55555555555556
20535	-51.357142857142854
23025	-42.88235294117647
8736	-58.0
27380	-53.6
29839	-48.22222222222222
7575	-60.142857142857146
12534	-52.22222222222222
16053	-58.142857142857146
5919	-45.5
20774	-53.0
10065	-64.44444444444444
18578	-73.14285714285714
16241	-65.33333333333333
20349	-65.0
12526	-58.375
3465	-6.82905982905983
4474	-10.659090909090907
18991	-60.22222222222222
2599	-0.13636363636363313
12454	-53.0
22335	-59.23076923076923
16841	-53.125
23473	-56.5
7902	-45.0
19702	-68.33333333333333
26627	-55.1
4422	10.922403003754695
29241	-73.71428571428571
9151	-47.833333333333336
1932	-8.133333333333333
3050	-6.26025641025641
16832	-55.833333333333336
24113	-51.8
10736	-64.0
10592	-55.22222222222222
16772	-63.25
23245	-69.16666666666667
15520	-61.18181818181818
25253	-58.42857142857143
28351	-48.09090909090909
8193	-57.2
17319	-57.25
27608	-40.57142857142857
16622	-48.214285714285715
11025	-51.583333333333336
9756	-32.0
20717	-66.0
18651	-47.42857142857143
413	12.166666666666664
939	8.536796536796537
15108	-46.18181818181818
7017	-53.578947368421055
18875	-54.18181818181818
26260	-74.125
13963	-33.714285714285715
5934	-40.6
10427	-37.4
28429	-61.0
16196	-51.0
1066	-33.2
26005	-39.09090909090909
24851	-54.46153846153846
21250	-39.75
18275	-48.0
16203	-41.8
26056	-52.45454545454545
222	4.36036036036036
25962	-52.888888888888886
535	-2.0
6321	-51.473684210526315
18764	-62.875
19082	-48.166666666666664
27125	-41.7
12781	-56.2
6102	-58.57142857142857
20391	-76.2
24240	-66.33333333333333
17402	-54.666666666666664
25396	-60.75
4042	3.2777777777777786
6192	-54.583333333333336
2954	1.3787375415282384
3901	-13.876767676767678
6097	-45.8
22951	-48.57142857142857
9727	-60.1
2906	-2.25
29225	-57.625
15014	-60.5
1998	9.57142857142857
13251	-39.2
23611	-71.0
15886	-59.333333333333336
28487	-51.916666666666664
27680	-51.6
14105	-71.2
27658	-65.88888888888889
19831	-61.666666666666664
7692	-73.77777777777777
623	-3.3036363636363646
4631	8.905555555555559
10018	-62.857142857142854
2307	-2.357142857142854
12132	-47.1
15543	-54.44444444444444
2687	-5.045081967213115
72	-6.91346153846154
6250	-49.0
27787	-52.90909090909091
19820	-67.25
11220	-53.76923076923077
25214	-58.7
26105	-61.75
5947	-54.2
4261	16.75406504065041
16786	-65.2
28207	-42.09090909090909
18122	-62.333333333333336
20313	-48.25
8336	-64.4
8413	-32.0
26500	-53.8
26480	-50.4
28752	-48.55555555555556
10137	-51.2
24318	-54.0
14014	-44.84615384615385
25920	-46.714285714285715
12941	-56.75
2098	-8.051948051948052
10768	-60.4
854	-12.183098591549296
7535	-44.875
26623	-49.86666666666667
10442	-40.75
