1	1754
2	4344
3	2931
4	488
5	185
6	64
7	3167
8	2773
9	1136
10	1392
11	1725
12	2519
13	3167
14	3167
15	1392
16	3167
17	5172
18	87
19	1666
20	4337
21	5172
22	4991
23	1392
24	1010
25	87
26	285
27	3663
28	4246
29	4204
30	2830
31	5172
32	4166
33	5172
34	2901
35	458
36	4302
37	1392
38	4947
39	64
40	3700
41	3800
42	3167
43	4190
44	1535
45	4201
46	1986
47	3167
48	3796
49	135
50	4204
51	3165
52	5185
53	2905
54	5172
55	3131
56	199
57	2412
58	3167
59	5172
60	3652
61	3167
62	2606
63	3167
64	5172
65	3167
66	210
67	2141
68	87
69	2606
70	4719
71	3401
72	3223
73	576
74	2674
75	3006
76	3619
77	5164
78	4337
79	4287
80	4163
81	5172
82	3167
83	4330
84	3770
85	2514
86	1392
87	249
88	2549
89	26
90	4708
91	4766
92	2490
93	1694
94	87
95	2588
96	4182
97	4844
98	2105
99	4287
100	2904
